customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
745,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.99,85.21,No
746,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.05,261.43,No
747,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,352.42,No
748,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),80.23,653.99,Yes
749,Male,1,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.39,445.02,No
750,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.72,1560.99,No
751,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.93,1137.03,No
752,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.46,,No
753,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,81.31,2357.46,Yes
754,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.75,2302.07,Yes
755,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,80.17,5199.17,Yes
756,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,967.88,No
757,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.68,1798.16,No
758,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,68.12,974.34,No
759,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.02,130.04,No
760,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.95,895.72,Yes
761,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),71.78,2082.2,No
762,Female,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.18,4267.35,Yes
763,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,548.23,No
764,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.58,254.75,No
765,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,72.38,1243.66,No
766,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,58.5,488.84,No
767,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.21,,Yes
768,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.6,206.76,No
769,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,60.39,125.65,Yes
770,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.45,3086.11,Yes
771,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.73,168.93,No
772,Male,1,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),63.56,368.09,No
773,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.39,4113.76,Yes
774,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),82.74,761.0,No
775,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.97,,Yes
776,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.27,148.29,Yes
777,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,67.26,137.41,No
778,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.09,179.16,No
779,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),49.64,47.7,No
780,Male,0,No,Yes,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.19,1315.73,No
781,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,416.01,No
782,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,80.27,657.22,No
783,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.87,3349.27,Yes
784,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),60.61,673.67,Yes
785,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.36,4484.42,No
786,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.79,1258.4,Yes
787,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.08,302.08,Yes
788,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,45.9,1231.89,No
789,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.05,67.3,No
790,Male,0,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,59.82,60.85,No
791,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),83.16,1779.63,No
792,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.96,967.46,No
793,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.94,821.67,Yes
794,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),53.94,2619.74,No
795,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,155.47,No
796,Male,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.23,1388.48,No
797,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.09,1056.57,Yes
798,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.39,2069.94,No
799,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.09,2618.66,Yes
800,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,828.36,Yes
801,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),78.19,372.19,Yes
802,Female,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.06,920.49,No
803,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),82.02,489.13,Yes
804,Male,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),57.64,237.17,Yes
805,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.73,4618.24,No
806,Female,1,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.79,,Yes
807,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.83,4386.74,No
808,Male,1,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),57.46,166.99,No
809,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),59.36,2075.19,No
810,Male,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),107.24,672.77,No
811,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.98,749.81,No
812,Male,1,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.75,324.81,No
813,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),57.16,955.93,Yes
814,Female,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,69.13,546.49,No
815,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.38,1491.17,No
816,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.61,,No
817,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,56.53,58.95,Yes
818,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,36.46,No
819,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,185.22,No
820,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.32,1701.78,No
821,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,98.67,4120.6,No
822,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,474.77,Yes
823,Female,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.63,1589.58,No
824,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.49,2189.37,No
825,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.51,408.37,No
826,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.05,710.63,Yes
827,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),73.36,1058.68,No
828,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),86.26,171.9,No
829,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,,No
830,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.64,295.19,Yes
831,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,347.02,No
832,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.69,29.05,Yes
833,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.38,305.22,Yes
834,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.55,728.91,No
835,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,90.41,86.05,Yes
836,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,70.71,No
837,Male,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.16,1357.1,Yes
838,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),71.2,,No
839,Female,0,Yes,No,21,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),68.15,1475.95,No
840,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,107.97,1005.24,No
841,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),44.94,964.82,No
842,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),81.42,1360.01,Yes
843,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,87.63,No
844,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.37,2247.89,No
845,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,71.98,935.99,No
846,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,81.1,2800.45,No
847,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.37,1074.54,No
848,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,55.81,4070.97,No
849,Male,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),96.73,2773.15,No
850,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.31,1866.36,No
851,Male,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,255.39,Yes
852,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.41,937.38,No
853,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,493.59,No
854,Male,0,Yes,No,42,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.05,4014.23,Yes
855,Male,0,No,Yes,66,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.47,4329.36,No
856,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.48,433.65,No
857,Male,1,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.78,2099.64,No
858,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.27,92.77,No
859,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,94.95,1358.19,No
860,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),97.2,284.13,No
861,Female,1,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,73.38,569.06,Yes
862,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.63,5228.59,No
863,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),61.29,182.58,No
864,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.47,1646.26,No
865,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),80.96,1340.87,Yes
866,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),39.71,80.17,No
867,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,130.84,No
868,Female,1,No,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),57.79,962.61,Yes
869,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,93.95,393.04,No
870,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,102.6,3372.92,No
871,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,76.18,5628.37,No
872,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),64.9,252.71,No
873,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,62.94,244.15,No
874,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,205.34,No
875,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.96,2203.58,No
876,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.44,178.1,No
877,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.31,,No
878,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,51.14,743.08,No
879,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.73,4822.41,No
880,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,76.99,709.99,No
881,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.55,349.85,Yes
882,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.81,2157.11,No
883,Male,1,Yes,Yes,23,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.82,1849.95,No
884,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),75.41,1855.97,Yes
885,Female,0,No,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.25,1170.17,No
886,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.56,2571.33,No
887,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.32,734.7,Yes
888,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,54.16,2315.69,No
889,Female,1,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.3,1824.53,No
890,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,60.09,1601.67,No
891,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,50.56,310.85,No
892,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,124.05,No
893,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.46,2178.65,No
894,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),63.82,440.48,Yes
895,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,67.72,1031.08,No
896,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.51,163.57,Yes
897,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.36,2647.38,No
898,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,88.6,169.76,No
899,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,60.85,2184.16,No
900,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.41,554.77,No
901,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,109.61,No
902,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,45.89,689.4,No
903,Female,0,No,Yes,6,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.73,501.49,No
904,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.6,365.31,No
905,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.43,656.88,No
906,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.47,87.14,Yes
907,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1340.52,No
908,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.96,,No
909,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.32,400.09,No
910,Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,93.93,825.12,Yes
911,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.86,1985.75,Yes
912,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.38,808.77,No
913,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.8,1461.4,No
914,Female,0,Yes,No,26,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,66.57,1711.83,No
915,Female,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,89.79,2097.08,No
916,Female,1,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.85,130.42,Yes
917,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.09,1733.02,Yes
918,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.17,585.85,Yes
919,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,,No
920,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,70.37,709.9,No
921,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,203.07,No
922,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,74.95,891.6,No
923,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.22,1767.07,No
924,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.46,533.32,No
925,Male,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.84,148.32,No
926,Male,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,83.01,80.14,No
927,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.24,1911.01,Yes
928,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,108.5,1741.08,No
929,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),75.37,630.03,No
930,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,54.07,1242.3,No
